dbid,name,link,langs,catalog_type,access_mode,content_types,countries,owner_type,software,export_standard,add_date,update_date,catalog_export,description,owner_name,owner_link,search_index,storage_volume,dataset_count,api,api_link
portalchemnitzopendataarcgiscom,Open Data Stadt Chemnitz,https://portal.chemnitz.opendata.arcgis.com,DE,Geoportal,Open,Dataset,Germany,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Stadt Chemnitz,,,,,,
villaonlinemitelematicaopendataarcgiscom,Villa Online,https://villaonline.mitelematica.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Peru,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Villa Online,,,,,,
databoprcopendataarcgiscom,Bayof Plenty Maps,https://data.boprc.opendata.arcgis.com,EN,Geoportal,Open,Dataset,New Zealand,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Bayof Plenty Maps,,,,,,
datigloboopendataarcgiscom,Dati,https://dati.globo.opendata.arcgis.com,IT,Geoportal,Open,Dataset,Italy,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Dati,,,,,,
dataidtechopendataarcgiscom,ID Tech Open,https://data.idtech.opendata.arcgis.com,zh_TW,Geoportal,Open,Dataset,Taiwan,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,ID Tech Open,,,,,,
ohdrnethopeopendataarcgiscom,Open Humanitarian Initiative,https://ohdr.nethope.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Kenya,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Open Humanitarian Initiative,,,,,,
portaalrenkumopendataarcgiscom,Welkombijhet Geo-Portaalvande'gemeente Renkum',https://portaal.renkum.opendata.arcgis.com,NL,Geoportal,Open,Dataset,Netherlands,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Welkombijhet Geo-Portaalvande'gemeente Renkum',,,,,,
opendatacityofwaterlooopendataarcgiscom,City of Waterloo Open Data,https://opendata.city-of-waterloo.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Canada,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,City of Waterloo Open Data,,,,,,
helsingborgesrisverigeopendataarcgiscom,Helsingborg,https://helsingborg.esrisverige.opendata.arcgis.com,SV,Geoportal,Open,Dataset,Sweden,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Helsingborg,,,,,,
geoportaalddhopendataarcgiscom,Open Data Den Haag GEO Portaal,https://geoportaal.ddh.opendata.arcgis.com,NL,Geoportal,Open,Dataset,Netherlands,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Open Data Den Haag GEO Portaal,,,,,,
opengeosystemstelcoopendataarcgiscom,Telecomunicaciones La Paz,https://open.geosystems-telco.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Bolivia,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Telecomunicaciones La Paz,,,,,,
data2rakunogisopendataarcgiscom,北海道自然環境地理情報オープンデータサイト,https://data2.rakuno-gis.opendata.arcgis.com,JA,Geoportal,Open,Dataset,Japan,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,北海道自然環境地理情報オープンデータサイト,,,,,,
opengiskobecityopendataarcgiscom,神戸市情報マップ ダウンロードページ,https://opengis.kobecity.opendata.arcgis.com,JA,Geoportal,Open,Dataset,Japan,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,神戸市情報マップ ダウンロードページ,,,,,,
esrieatsgspaceopendataarcgiscom,Esri EA,https://esrieats.gspace.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Kenya,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Esri EA,,,,,,
datanrcgisopendataarcgiscom,Northland Regional Council Open Data,https://data.nrcgis.opendata.arcgis.com,EN,Geoportal,Open,Dataset,New Zealand,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Northland Regional Council Open Data,,,,,,
opendataperumitelematicaopendataarcgiscom,Open Data Peru Interorganizacional,https://opendataperu.mitelematica.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Peru,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Open Data Peru Interorganizacional,,,,,,
datapnccopendataarcgiscom,Palmerston North City Council,https://data.pncc.opendata.arcgis.com,EN,Geoportal,Open,Dataset,New Zealand,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Palmerston North City Council,,,,,,
datawairarapaopendataarcgiscom,Wairarapa Councils,https://data.wairarapa.opendata.arcgis.com,EN,Geoportal,Open,Dataset,New Zealand,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Wairarapa Councils,,,,,,
villaonlineopendatatelematicaonlineopendataarcgiscom,Villa Online Open Data,https://villaonlineopendata.telematicaonline.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Peru,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Villa Online Open Data,,,,,,
data1esrisvopendataarcgiscom,DATA_REPORTER,https://data1.esri-sv.opendata.arcgis.com,ES,Geoportal,Open,Dataset,El Salvador,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,DATA_REPORTER,,,,,,
datacochranegisopendataarcgiscom,Town of Cochrane Open Data,https://data-cochranegis.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Canada,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Town of Cochrane,,,,,,
fodfgtopendataarcgiscom,Farsi Maps,https://fod.fgt.opendata.arcgis.com,AR,Geoportal,Open,Dataset,Saudi Arabia,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Farsi Maps,,,,,,
kmbeirutgardensopendataarcgiscom,Kuwait Municipality,https://km.beirutgardens.opendata.arcgis.com,AR,Geoportal,Open,Dataset,Kuwait,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Kuwait Municipality,,,,,,
osnispatialniopendataarcgiscom,OSNI Open Data,https://osni.spatial-ni.opendata.arcgis.com,EN,Geoportal,Open,Dataset,United Kingdom,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Land & Property Services / Ordnance Survey of Northern Ireland,,,,,,
agelopendatasiteagelopendataarcgiscom,AGE Lopendatasite,https://agelopendatasite.agel.opendata.arcgis.com,NL,Geoportal,Open,Dataset,Netherlands,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,AGE Lopendatasite,,,,,,
departementainopendataarcgiscom,Open Data Conseil Départemental de l'Ain (CD01),https://departement-ain.opendata.arcgis.com,FR,Geoportal,Open,Dataset,France,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Conseil Départemental de l'Ain (CD01),,,,,,
opengeosystemsopendataarcgiscom,Geosystems,https://open.geosystems.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Bolivia,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Geosystems,,,,,,
cataloguehrmopendataarcgiscom,Halifax Open Data Catalogue,https://catalogue.hrm.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Canada,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Halifax Open Data Catalogue,,,,,,
datahbopendataarcgiscom,HNIT-BALTICUAB Arc GIS Onlinedemopaskyra,https://data.hb.opendata.arcgis.com,FR,Geoportal,Open,Dataset,France,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,HNIT-BALTICUAB Arc GIS Onlinedemopaskyra,,,,,,
data1bergamoopendataarcgiscom,SIT Comunedi Bergamoprove Open Data,https://data1.bergamo.opendata.arcgis.com,IT,Geoportal,Open,Dataset,Italy,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,SIT Comunedi Bergamoprove Open Data,,,,,,
townofhighriveropendatathropendataarcgiscom,Townof High River Open Data,https://townofhighriveropendata.thr.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Canada,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Townof High River Open Data,,,,,,
opendatakwopenwareopendataarcgiscom,Download Data Site,https://opendatakw.openware.opendata.arcgis.com,AR,Geoportal,Open,Dataset,Kuwait,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Download Data Site,,,,,,
dataesrieanatresopendataarcgiscom,Esri EANatural Resources,https://data.esrieanatres.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Kenya,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Esri EANatural Resources,,,,,,
datanaeropendataarcgiscom,Natur Erhvervstyrelsen,https://data.naer.opendata.arcgis.com,DA,Geoportal,Open,Dataset,Denmark,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Natur Erhvervstyrelsen,,,,,,
portaltopomatopendataarcgiscom,Topomat Technologies Opendataportal,https://portal.topomat.opendata.arcgis.com,DE,Geoportal,Open,Dataset,Switzerland,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Topomat Technologies Opendataportal,,,,,,
catalogazumaoopendataarcgiscom,あずまっぷ-板橋区オープンデータポータル-カタログサイト,https://catalog.azumao.opendata.arcgis.com,JA,Geoportal,Open,Dataset,Japan,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,あずまっぷ-板橋区オープンデータポータル-カタログサイト,,,,,,
datacsslceopendataarcgiscom,Cybertech Systems& Software,https://data.csslce.opendata.arcgis.com,EN,Geoportal,Open,Dataset,India,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Cybertech Systems& Software,,,,,,
demoineesrismopendataarcgiscom,Demo INE,https://demoine.esrism.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Spain,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Demo INE,,,,,,
datacenapredopendataarcgiscom,Atlas Nacionalde Riesgos,https://data.cenapred.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Mexico,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Atlas Nacionalde Riesgos,,,,,,
crbcapitalregionopendataarcgiscom,CRB Open Data,https://crb.capitalregion.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Canada,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,CRB Open Data,,,,,,
datanpdcopendataarcgiscom,New Plymouth District Council,https://data.npdc.opendata.arcgis.com,EN,Geoportal,Open,Dataset,New Zealand,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,New Plymouth District Council,,,,,,
datanftwpopendataarcgiscom,North Frontenac,https://data.nftwp.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Canada,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,North Frontenac,,,,,,
sigcrcentreopendataarcgiscom,Open Data-Région Centre-Valde Loire,https://sig.crcentre.opendata.arcgis.com,FR,Geoportal,Open,Dataset,France,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Open Data-Région Centre-Valde Loire,,,,,,
opendatagis2dkopendataarcgiscom,Arc GI Sikommunen-Åbnedata,https://opendata.gis2dk.opendata.arcgis.com,DA,Geoportal,Open,Dataset,Denmark,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Arc GI Sikommunen-Åbnedata,,,,,,
concellolugoesrismopendataarcgiscom,Concellode Lugo,https://concellolugo.esrism.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Spain,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Concellode Lugo,,,,,,
dataesribeluxopendataarcgiscom,Esri Be Lux,https://data.esribelux.opendata.arcgis.com,FR,Geoportal,Open,Dataset,Belgium,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Esri Be Lux,,,,,,
ethiopianrgspaceopendataarcgiscom,Ethiopian Natural Resources User Community,https://ethiopianr.gspace.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Uganda,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Ethiopian Natural Resources User Community,,,,,,
datagislavedskommunopendataarcgiscom,Gislavedskommun,https://data.gislavedskommun.opendata.arcgis.com,SV,Geoportal,Open,Dataset,Sweden,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Gislavedskommun,,,,,,
odlaaaakmefopendataarcgiscom,ODLAA-åbendatatil Labview,https://odlaa.aakmef.opendata.arcgis.com,DA,Geoportal,Open,Dataset,Denmark,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,ODLAA-åbendatatil Labview,,,,,,
datasicamopendataarcgiscom,SENACE,https://data.sicam.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Peru,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,SENACE,,,,,,
datavaxjoopendataarcgiscom,Växjökommun,https://data.vaxjo.opendata.arcgis.com,SV,Geoportal,Open,Dataset,Sweden,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Växjökommun,,,,,,
wwwcavgpopendataarcgiscom,Versailles Open Data,https://www.cavgp.opendata.arcgis.com,FR,Geoportal,Open,Dataset,France,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Ville de Versaille,,,,,,
datagalwaycocoopendataarcgiscom,Galway County Opendata,https://data.galwaycoco.opendata.arcgis.com,EN,Geoportal,Open,Dataset,Ireland,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Galway County Opendata,,,,,,
opendatahbrcopendataarcgiscom,Hawke's Bay Regional Council Open Data,https://opendata-hbrc.opendata.arcgis.com,EN,Geoportal,Open,Dataset,New Zealand,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Hawke's Bay Regional Council,,,,,,
opendataperu2mitelematicaopendataarcgiscom,Open Data Peru Interorganizacional-Copiar-2,https://opendataperu-2.mitelematica.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Peru,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Open Data Peru Interorganizacional-Copiar-2,,,,,,
sigreseauxopendataarcgiscom,SIGRéseaux,https://sig.reseaux.opendata.arcgis.com,FR,Geoportal,Open,Dataset,France,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,SIGRéseaux,,,,,,
hubgeolabopendataarcgiscom,ГИСиПЗФ,https://hub.geolab.opendata.arcgis.com,RU,Geoportal,Open,Dataset,Ukraine,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,ГИСиПЗФ,,,,,,
datacgvaropendataarcgiscom,Départementdu Var,https://data.cgvar.opendata.arcgis.com,FR,Geoportal,Open,Dataset,France,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Départementdu Var,,,,,,
data2bureauopendataarcgiscom,Esri UK Bureau-Test8th March,https://data2.bureau.opendata.arcgis.com,EN,Geoportal,Open,Dataset,United Kingdom,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Esri UK Bureau-Test8th March,,,,,,
datasaintquentinopendataarcgiscom,Villede Saint-Quentin,https://data.saint-quentin.opendata.arcgis.com,FR,Geoportal,Open,Dataset,France,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Villede Saint-Quentin,,,,,,
qarscabroxoopendataarcgiscom,Associaçãode Beneficiáriosdo Roxo,https://qarsc.abroxo.opendata.arcgis.com,PT,Geoportal,Open,Dataset,Portugal,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Associaçãode Beneficiáriosdo Roxo,,,,,,
data1cbcniopendataarcgiscom,Causeway Coastand Glens Open Data-Copy,https://data-1.cbcni.opendata.arcgis.com,EN,Geoportal,Open,Dataset,United Kingdom,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Causeway Coastand Glens Open Data-Copy,,,,,,
datakentcountyopendataarcgiscom,Kent GIS Open Data Geo Portal,https://data.kentcounty.opendata.arcgis.com,EN,Geoportal,Open,Dataset,United Kingdom,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Kent GIS Open Data Geo Portal,,,,,,
datatubeopendataarcgiscom,London Underground,https://data.tube.opendata.arcgis.com,EN,Geoportal,Open,Dataset,United Kingdom,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,London Underground,,,,,,
datarakunogisopendataarcgiscom,Rakuno Gakuen University,https://data.rakuno-gis.opendata.arcgis.com,JA,Geoportal,Open,Dataset,Japan,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Rakuno Gakuen University,,,,,,
opendataesrideopendataarcgiscom,Esri Deutschland Open Data Portal(HTML Version),https://opendata.esri-de.opendata.arcgis.com,DE,Geoportal,Open,Dataset,Germany,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Esri Deutschland Open Data Portal(HTML Version),,,,,,
datosgeomaticacropendataarcgiscom,Expediciónde Datos CR,https://datos.geomaticacr.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Costa Rica,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Expediciónde Datos CR,,,,,,
inviasopendatainviasopendataarcgiscom,INSTITUTONACIONALDEVIAS,https://inviasopendata.invias.opendata.arcgis.com,ES,Geoportal,Open,Dataset,Colombia,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,INSTITUTONACIONALDEVIAS,,,,,,
dataaakmefopendataarcgiscom,Miljøog Energiforvaltning,https://data.aakmef.opendata.arcgis.com,DA,Geoportal,Open,Dataset,Denmark,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Miljøog Energiforvaltning,,,,,,
indexservirmekongopendataarcgiscom,SERVIR-Mekong,https://index.servirmekong.opendata.arcgis.com,TH,Geoportal,Open,Dataset,Thailand,,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,SERVIR-Mekong,,,,,,
geonodefonadingobbo,Geo Fonadin,geonode.fonadin.gob.bo,ES,Geoportal,Open,Dataset,Bolivia,Government,GeoNode,,,,,,Fondo Nacional de Desarrollo Integral (FONADIN) ,,,,,,
opendataprijedorba,Otvoreni podaci Grada Prijedor,opendataprijedor.ba,SR,Open data portal,Open,Dataset,Bosnia and Herzegovina,Government,CKAN,CKAN API,,,,,,,,,,checked,https://opendataprijedor.ba/api/3
dadosalgovbr,Alagoas em Dados A plataforma de dados abertos do estado.,https://dados.al.gov.br/catalogo,PT,Open data portal,Open,Dataset,Brazil,Government,CKAN,CKAN API,,,,,,,,,,checked,https://dados.al.gov.br/catalogo/api/3
datosabiertosgobpa,Datos Abiertos de Panama,datosabiertos.gob.pa,ES,Open data portal,Open,Dataset,Panama,,CKAN,CKAN API,,,,,,,,,,checked,https://www.datosabiertos.gob.pa/api/3
datagovbn,Brunei Open Data,data.gov.bn,EN,Open data portal,Open,Dataset,Brunei,Government,Custom software,,,,,,,,,,,,
dataegovbg,Open Data Bulgaria,https://data.egov.bg,BG,Open data portal,Open,Dataset,Bulgaria,Government,Custom software,,,,,,,,,,,,
inspireportalegovbg,National spatial data portal National spatial data portal Bulgaria,https://inspireportal.egov.bg/geonetwork,BG,Geoportal,Open,Dataset,Bulgaria,Government,Geonetwork,Geonetwork API,,,,,,,,,,,
eugrantiobasbg,BG ODc GIS Catalogue,http://eugrant.io-bas.bg:8080/geonetwork,BG,Geoportal,Open,Dataset,Bulgaria,Government,Geonetwork,Geonetwork API,,,,,,,,,,,
wmseeagovernmentbg,ExEA INSPIRE Catalog,http://wms.eea.government.bg/geonetwork,BG,Geoportal,Open,Dataset,Bulgaria,Government,Geonetwork,Geonetwork API,,,,,,,,,,,
isteebubi,Burundi Microdata Catalog,https://isteebu.bi/nada/index.php/,FR,Microdata catalog,"Open,Limited",Dataset,Burundi,Government,NADA,,,,,,,,,,,,
cmrdataforestatlasorg,Ministryof Forestand Wildlife-Open Data Portal,cmr-data.forest-atlas.org,FR,Geoportal,Open,Dataset,Cameroon,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Ministryof Forestand Wildlife-Open Data Portal,,,,,,
gnqdataforestatlasorg,Ministryof Agricultureand Forests: Open Data,gnq-data.forest-atlas.org,FR,Geoportal,Open,Dataset,Cameroon,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Ministryof Agricultureand Forests: Open Data,,,,,,
opendatahaldimandcountyonca,The Corporationof Haldimand County,https://opendata.haldimandcounty.on.ca,EN,Open data portal,Open,Dataset,Canada,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,The Corporationof Haldimand County,,,,,,
mapscartesecgcca,Air Quality,https://maps-cartes.ec.gc.ca/rnspa-naps/data.aspx,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,National Air Pollution Surveillance Program,,,,,,
opendatavancouverca,vancouver,https://opendata.vancouver.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Vancouver,,,,,,
datawinnipegca,Winnipeg Open Data,https://data.winnipeg.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Canada,,,,,,
opendatagreatersudburyca,City of Greater Sudbury Open Data,https://opendata.greatersudbury.ca,EN,Open data portal,Open,Dataset,Canada,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,City of Greater Sudbury Open Data,,,,,,
datatolca,"Langley, Bc Open Data",https://data.tol.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Canada,,,,,,
datamississaugaca,"Mississauga, On Open Data",https://data.mississauga.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,"Mississauga, ON",,,,,,
datananaimoca,"Nanaimo, British Columbia",https://data.nanaimo.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,City Of Nanaimo,,,,,,
opendatapeelregionca,Peel,https://opendata.peelregion.ca/data-categories.aspx,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Peel,,,,,,
datareddeerca,"Red Deer, Alberta",https://data.reddeer.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,City Of Red Deer,,,,,,
wwwbanffopendataca,Banff Arial Data,https://www.banffopendata.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,City of Banff,,,,,,
datacalgaryca,"Calgary, Ab Open Data",https://data.calgary.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Canada,,,,,,
dataottawaca,"Ottawa, On Open Data",https://data.ottawa.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Canada,,,,,,
datanorthcowichanca,"Regional District Of North Cowichan, Bc",https://data.northcowichan.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Canada,,,,,,
opendatadurhamca,Durham Region,https://opendata.durham.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,The Regional Municipality of Durham,,,,,,
opendatagreyca,Grey County Open Data,https://opendata.grey.ca,EN,Open data portal,Open,Dataset,Canada,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",,,,,Grey County Open Data,,,,,,
datasurreyca,"Surrey, Bc Open Data",https://data.surrey.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,City of Surrey,,,,,,
wwwyellowknifeca,Yellowknife,https://www.yellowknife.ca/en/discovering-yellowknife/Open-Data.asp,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Yellowknife,,,,,,
datastrathconaca,Strathcona County,https://data.strathcona.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Canada,,,,,,
datavancouverca,"Vancouver, British Columbia",https://data.vancouver.ca/datacatalogue/index.htm,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,City Of Vancouver,,,,,,
dataedmontonca,"Edmonton, Alberta",https://data.edmonton.ca,EN,Open data portal,Open,Dataset,Canada,Government,Socrata,Socrata API,,,,,City Of Edmonton,,,,,,
datacountygpabca,"Grande Prairie No. 1, Alberta",https://data.countygp.ab.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,"County Of Grande Prairie No. 1, Alberta",,,,,,
wwwdatagovbcca,British Columbia Open Data,https://www.data.gov.bc.ca,EN,Open data portal,Open,Dataset,Canada,Government,,,,,,,Canada,,,,,,
